Tenure,Complain,Complaint_to_Order_Ratio,DaySinceLastOrder,CashbackAmount,NumberOfDeviceRegistered,SatisfactionScore,Engagement_Score,CityTier,Average_Cashback_Per_Order,WarehouseToHome,Churn
4.0,0.0,0.0,8.0,198.0,4.0,3.0,8.0,3.0,22.0,15.0,0
12.0,1.0,0.3333333333333333,4.0,182.0,4.0,1.0,7.0,3.0,60.666666666666664,17.0,0
9.0,0.0,0.0,9.0,203.0,4.0,1.0,8.0,3.0,67.66666666666667,10.0,0
13.0,0.0,0.0,8.0,204.0,2.0,3.0,5.0,3.0,68.0,9.0,0
4.0,1.0,0.3333333333333333,1.0,257.0,2.0,4.0,6.0,3.0,85.66666666666667,31.0,1
21.0,1.0,0.25,8.0,176.0,2.0,3.0,6.0,1.0,44.0,23.0,0
10.0,0.0,0.0,8.0,176.0,4.0,1.0,7.0,3.0,58.666666666666664,15.0,0
1.0,1.0,0.3333333333333333,3.0,148.0,5.0,5.0,8.0,1.0,49.333333333333336,16.0,1
7.0,0.0,0.0,1.0,299.0,4.0,3.0,7.0,3.0,37.375,24.0,0
1.0,1.0,0.3333333333333333,1.0,149.0,5.0,5.0,9.0,1.0,49.666666666666664,17.0,1
7.0,0.0,0.0,3.0,160.0,4.0,1.0,7.0,1.0,53.333333333333336,20.0,0
19.0,0.0,0.0,3.0,148.0,4.0,1.0,8.0,1.0,49.333333333333336,7.0,0
24.0,0.0,0.0,4.0,299.0,4.0,1.0,8.0,1.0,99.66666666666667,7.0,0
7.0,1.0,0.3333333333333333,3.0,180.0,2.0,4.0,5.0,1.0,60.0,7.0,0
15.0,0.0,0.0,12.0,319.0,4.0,3.0,8.0,1.0,106.33333333333333,16.0,0
1.0,0.0,0.0,3.0,153.0,4.0,4.0,7.0,1.0,38.25,23.0,0
19.0,1.0,0.3333333333333333,9.0,161.0,4.0,5.0,7.0,1.0,53.666666666666664,30.0,0
21.0,1.0,0.3333333333333333,8.0,167.0,4.0,1.0,7.0,3.0,55.666666666666664,11.0,0
1.0,1.0,0.3333333333333333,2.0,146.0,4.0,3.0,7.0,1.0,48.666666666666664,29.0,1
24.0,1.0,0.3333333333333333,6.0,265.0,4.0,3.0,8.0,1.0,88.33333333333333,31.0,0
12.0,0.0,0.0,3.0,152.0,4.0,3.0,8.0,1.0,50.666666666666664,17.0,0
20.0,0.0,0.0,8.0,233.0,4.0,3.0,8.0,1.0,77.66666666666667,14.0,0
1.0,0.0,0.0,3.0,169.0,5.0,3.0,8.0,1.0,33.8,24.0,0
1.0,1.0,0.3333333333333333,3.0,162.0,5.0,4.0,8.0,1.0,54.0,21.0,1
5.0,0.0,0.0,4.0,166.0,4.0,5.0,8.0,1.0,55.333333333333336,7.0,0
1.0,0.0,0.0,1.0,136.0,4.0,1.0,8.0,1.0,45.333333333333336,12.0,0
28.0,0.0,0.0,9.0,232.0,4.0,3.0,7.0,1.0,77.33333333333333,24.0,0
9.0,1.0,0.08333333333333333,3.0,229.0,4.0,3.0,7.0,1.0,19.083333333333332,32.0,0
4.0,1.0,0.3333333333333333,8.0,239.0,2.0,5.0,6.0,1.0,79.66666666666667,15.0,0
1.0,1.0,0.3333333333333333,1.0,151.0,5.0,5.0,9.0,1.0,50.333333333333336,18.0,1
1.0,0.0,0.0,3.0,149.0,4.0,4.0,7.0,1.0,49.666666666666664,12.0,1
1.0,0.0,0.0,4.0,180.0,2.0,1.0,5.0,1.0,60.0,9.0,0
1.0,0.0,0.0,2.0,150.0,6.0,5.0,10.0,1.0,50.0,15.0,0
22.0,0.0,0.0,3.0,167.0,5.0,3.0,9.0,1.0,41.75,13.0,0
22.0,0.0,0.0,9.0,235.0,5.0,3.0,9.0,1.0,78.33333333333333,11.0,0
15.0,0.0,0.0,2.0,175.0,4.0,3.0,7.0,1.0,43.75,14.0,0
13.0,0.0,0.0,9.0,252.0,5.0,1.0,9.0,1.0,84.0,7.0,0
1.0,0.0,0.0,3.0,167.0,4.0,1.0,7.0,1.0,41.75,9.0,0
9.0,0.0,0.0,3.0,164.0,4.0,1.0,7.0,1.0,54.666666666666664,17.0,0
1.0,0.0,0.0,1.0,308.0,4.0,3.0,7.0,3.0,102.66666666666667,12.0,0
24.0,0.0,0.0,1.0,149.0,4.0,1.0,8.0,1.0,49.666666666666664,16.0,0
31.0,1.0,0.16666666666666666,4.0,262.0,5.0,1.0,9.0,1.0,43.666666666666664,9.0,0
1.0,0.0,0.0,1.0,173.0,6.0,4.0,10.0,1.0,57.666666666666664,18.0,1
29.0,1.0,0.125,8.0,189.0,4.0,4.0,8.0,1.0,23.625,25.0,0
15.0,0.0,0.0,11.0,325.0,6.0,3.0,9.0,1.0,46.42857142857143,14.0,0
12.0,1.0,0.3333333333333333,1.0,194.0,4.0,1.0,7.0,3.0,64.66666666666667,10.0,0
1.0,0.0,0.0,3.0,175.0,6.0,5.0,10.0,3.0,43.75,36.0,1
16.0,0.0,0.0,10.0,323.0,6.0,1.0,9.0,3.0,40.375,9.0,1
18.0,1.0,0.3333333333333333,12.0,258.0,2.0,1.0,5.0,3.0,86.0,35.0,0
24.0,0.0,0.0,14.0,188.0,4.0,3.0,8.0,3.0,62.666666666666664,7.0,0
1.0,0.0,0.0,15.0,152.0,2.0,5.0,5.0,1.0,8.941176470588236,23.0,1
13.0,1.0,0.3333333333333333,9.0,234.0,4.0,5.0,7.0,1.0,78.0,29.0,0
7.0,0.0,0.0,3.0,148.0,5.0,1.0,8.0,3.0,37.0,15.0,0
19.0,0.0,0.0,2.0,302.0,4.0,1.0,7.0,3.0,100.66666666666667,18.0,0
6.0,0.0,0.0,8.0,165.0,4.0,3.0,8.0,1.0,18.333333333333332,36.0,0
8.0,0.0,0.0,3.0,222.0,2.0,1.0,6.0,3.0,74.0,7.0,0
31.0,1.0,0.3333333333333333,5.0,244.0,4.0,1.0,8.0,3.0,81.33333333333333,7.0,0
19.0,0.0,0.0,5.0,147.0,4.0,4.0,7.0,2.0,49.0,31.0,0
27.0,0.0,0.0,13.0,200.0,5.0,4.0,8.0,3.0,25.0,9.0,0
1.0,0.0,0.0,1.0,173.0,4.0,3.0,7.0,1.0,57.666666666666664,22.0,1
1.0,1.0,0.3333333333333333,3.0,145.0,4.0,5.0,7.0,1.0,48.333333333333336,9.0,1
8.0,1.0,0.3333333333333333,1.0,147.0,4.0,3.0,7.0,3.0,49.0,17.0,0
2.0,0.0,0.0,1.0,136.0,4.0,4.0,8.0,3.0,45.333333333333336,17.0,0
12.0,0.0,0.0,3.0,153.0,4.0,3.0,7.0,1.0,38.25,10.0,0
24.0,1.0,0.1111111111111111,8.0,317.0,4.0,3.0,8.0,1.0,35.22222222222222,9.0,0
11.0,0.0,0.0,2.0,166.0,4.0,4.0,7.0,1.0,55.333333333333336,10.0,0
14.0,0.0,0.0,6.0,209.0,4.0,5.0,8.0,3.0,23.22222222222222,33.0,0
1.0,0.0,0.0,4.0,145.0,5.0,3.0,9.0,1.0,48.333333333333336,7.0,0
20.0,0.0,0.0,3.0,321.0,4.0,1.0,7.0,1.0,80.25,7.0,0
28.0,0.0,0.0,1.0,232.0,5.0,3.0,8.0,3.0,77.33333333333333,9.0,0
30.0,0.0,0.0,4.0,154.0,4.0,3.0,8.0,1.0,51.333333333333336,16.0,0
10.0,0.0,0.0,3.0,214.0,5.0,1.0,8.0,1.0,23.77777777777778,19.0,0
29.0,0.0,0.0,3.0,293.0,5.0,5.0,8.0,1.0,36.625,9.0,0
17.0,0.0,0.0,1.0,233.0,5.0,1.0,9.0,3.0,77.66666666666667,32.0,0
1.0,1.0,0.3333333333333333,3.0,148.0,4.0,1.0,7.0,3.0,49.333333333333336,16.0,1
1.0,0.0,0.0,1.0,139.0,5.0,5.0,8.0,1.0,46.333333333333336,17.0,1
20.0,1.0,0.3333333333333333,8.0,171.0,5.0,5.0,9.0,1.0,57.0,15.0,0
15.0,1.0,0.25,8.0,150.0,4.0,3.0,7.0,1.0,37.5,11.0,1
1.0,0.0,0.0,3.0,212.0,5.0,5.0,9.0,1.0,70.66666666666667,31.0,1
1.0,0.0,0.0,4.0,165.0,5.0,5.0,8.0,1.0,55.0,7.0,0
4.0,0.0,0.0,3.0,225.0,4.0,5.0,7.0,1.0,75.0,27.0,0
15.0,0.0,0.0,9.0,159.0,2.0,3.0,5.0,1.0,53.0,14.0,0
12.0,0.0,0.0,3.0,213.0,5.0,3.0,9.0,1.0,71.0,24.0,0
14.0,0.0,0.0,3.0,228.0,4.0,1.0,8.0,1.0,17.53846153846154,27.0,0
1.0,0.0,0.0,3.0,171.0,6.0,3.0,9.0,1.0,57.0,15.0,0
29.0,0.0,0.0,3.0,235.0,4.0,4.0,8.0,1.0,78.33333333333333,9.0,0
2.0,0.0,0.0,8.0,162.0,4.0,3.0,7.0,1.0,54.0,17.0,0
8.0,0.0,0.0,3.0,230.0,5.0,5.0,9.0,2.0,46.0,7.0,1
7.0,0.0,0.0,3.0,196.0,5.0,1.0,8.0,1.0,65.33333333333333,12.0,0
1.0,1.0,0.16666666666666666,3.0,221.0,4.0,5.0,7.0,3.0,36.833333333333336,11.0,1
1.0,0.0,0.0,9.0,170.0,5.0,3.0,8.0,1.0,34.0,36.0,1
2.0,0.0,0.0,3.0,147.0,4.0,3.0,7.0,1.0,36.75,22.0,0
8.0,0.0,0.0,5.0,203.0,4.0,1.0,7.0,1.0,67.66666666666667,10.0,0
11.0,1.0,0.3333333333333333,1.0,192.0,5.0,1.0,8.0,3.0,64.0,17.0,0
1.0,1.0,0.14285714285714285,7.0,162.0,4.0,1.0,7.0,1.0,23.142857142857142,11.0,1
1.0,0.0,0.0,1.0,149.0,4.0,3.0,7.0,1.0,49.666666666666664,28.0,1
1.0,1.0,0.25,3.0,148.0,5.0,4.0,8.0,1.0,37.0,32.0,1
16.0,0.0,0.0,8.0,302.0,4.0,5.0,7.0,1.0,20.133333333333333,9.0,0
1.0,0.0,0.0,1.0,151.0,5.0,4.0,8.0,1.0,50.333333333333336,7.0,1
14.0,1.0,0.3333333333333333,1.0,172.0,4.0,3.0,7.0,3.0,57.333333333333336,7.0,1
7.0,0.0,0.0,3.0,168.0,4.0,4.0,6.0,3.0,56.0,14.0,0
8.0,0.0,0.0,1.0,155.0,5.0,1.0,8.0,1.0,51.666666666666664,10.0,0
22.0,0.0,0.0,2.0,294.0,2.0,1.0,5.0,1.0,73.5,7.0,0
19.0,0.0,0.0,13.0,181.0,5.0,3.0,9.0,3.0,30.166666666666668,16.0,0
26.0,0.0,0.0,3.0,229.0,4.0,4.0,7.0,1.0,38.166666666666664,6.0,0
12.0,1.0,0.25,3.0,212.0,5.0,3.0,9.0,3.0,53.0,17.0,0
3.0,0.0,0.0,8.0,150.0,4.0,1.0,8.0,1.0,50.0,35.0,0
2.0,0.0,0.0,8.0,202.0,4.0,4.0,8.0,1.0,67.33333333333333,10.0,0
20.0,0.0,0.0,10.0,300.0,4.0,3.0,7.0,3.0,50.0,10.0,0
12.0,0.0,0.0,1.0,199.0,4.0,4.0,7.0,3.0,66.33333333333333,9.0,0
17.0,0.0,0.0,2.0,233.0,4.0,5.0,7.0,1.0,77.66666666666667,34.0,0
3.0,0.0,0.0,6.0,247.0,4.0,1.0,7.0,1.0,82.33333333333333,9.0,1
14.0,0.0,0.0,10.0,321.0,5.0,3.0,8.0,1.0,53.5,21.0,0
1.0,1.0,0.25,3.0,146.0,5.0,4.0,9.0,1.0,36.5,7.0,0
13.0,0.0,0.0,4.0,193.0,4.0,4.0,8.0,1.0,64.33333333333333,16.0,0
10.0,0.0,0.0,10.0,203.0,4.0,1.0,8.0,1.0,67.66666666666667,25.0,0
5.0,0.0,0.0,3.0,153.0,2.0,1.0,6.0,3.0,38.25,27.0,0
2.0,0.0,0.0,5.0,157.0,5.0,4.0,9.0,1.0,52.333333333333336,9.0,0
9.0,0.0,0.0,3.0,175.0,4.0,1.0,7.0,3.0,58.333333333333336,18.0,0
23.0,0.0,0.0,4.0,256.0,5.0,4.0,8.0,3.0,85.33333333333333,15.0,0
8.0,0.0,0.0,3.0,165.0,4.0,3.0,8.0,1.0,55.0,9.0,0
3.0,0.0,0.0,2.0,158.0,4.0,4.0,8.0,1.0,52.666666666666664,17.0,0
16.0,0.0,0.0,1.0,168.0,6.0,1.0,9.0,1.0,56.0,36.0,0
3.0,1.0,0.3333333333333333,3.0,176.0,5.0,1.0,9.0,1.0,58.666666666666664,15.0,0
12.0,0.0,0.0,1.0,153.0,2.0,3.0,5.0,2.0,21.857142857142858,7.0,0
2.0,1.0,0.3333333333333333,3.0,152.0,5.0,3.0,8.0,1.0,50.666666666666664,13.0,0
1.0,0.0,0.0,1.0,144.0,4.0,3.0,8.0,1.0,48.0,15.0,1
1.0,1.0,0.3333333333333333,4.0,207.0,4.0,5.0,8.0,3.0,69.0,16.0,1
15.0,1.0,0.3333333333333333,1.0,173.0,4.0,1.0,7.0,1.0,57.666666666666664,19.0,0
1.0,0.0,0.0,3.0,151.0,4.0,3.0,8.0,1.0,37.75,22.0,1
11.0,0.0,0.0,4.0,182.0,5.0,1.0,8.0,1.0,60.666666666666664,32.0,0
1.0,0.0,0.0,3.0,150.0,5.0,3.0,8.0,1.0,37.5,13.0,0
8.0,0.0,0.0,4.0,182.0,4.0,3.0,8.0,3.0,60.666666666666664,16.0,0
9.0,0.0,0.0,5.0,168.0,4.0,3.0,8.0,2.0,56.0,15.0,0
1.0,0.0,0.0,11.0,198.0,5.0,5.0,8.0,3.0,39.6,30.0,1
14.0,0.0,0.0,14.0,260.0,4.0,3.0,7.0,1.0,86.66666666666667,16.0,0
6.0,1.0,0.06666666666666667,15.0,263.0,4.0,5.0,7.0,3.0,17.533333333333335,19.0,1
16.0,0.0,0.0,6.0,177.0,4.0,5.0,7.0,3.0,59.0,11.0,0
9.0,0.0,0.0,8.0,148.0,5.0,3.0,8.0,1.0,49.333333333333336,7.0,0
1.0,0.0,0.0,3.0,161.0,4.0,4.0,7.0,1.0,53.666666666666664,31.0,0
1.0,1.0,0.3333333333333333,1.0,150.0,4.0,1.0,8.0,1.0,50.0,19.0,1
1.0,0.0,0.0,8.0,169.0,2.0,1.0,5.0,1.0,56.333333333333336,10.0,0
4.0,0.0,0.0,5.0,191.0,5.0,3.0,9.0,3.0,63.666666666666664,17.0,0
14.0,1.0,0.3333333333333333,1.0,169.0,5.0,1.0,9.0,1.0,56.333333333333336,33.0,0
9.0,0.0,0.0,3.0,228.0,5.0,4.0,8.0,1.0,28.5,9.0,0
8.0,0.0,0.0,10.0,178.0,5.0,5.0,9.0,1.0,29.666666666666668,8.0,0
9.0,0.0,0.0,3.0,149.0,5.0,1.0,8.0,1.0,37.25,11.0,0
7.0,0.0,0.0,4.0,178.0,6.0,3.0,9.0,3.0,59.333333333333336,16.0,1
6.0,0.0,0.0,1.0,153.0,4.0,5.0,8.0,3.0,51.0,9.0,0
30.0,0.0,0.0,3.0,324.0,4.0,5.0,8.0,1.0,54.0,11.0,0
3.0,0.0,0.0,9.0,156.0,4.0,1.0,7.0,1.0,52.0,13.0,0
1.0,0.0,0.0,1.0,151.0,4.0,5.0,7.0,1.0,50.333333333333336,16.0,0
19.0,1.0,0.3333333333333333,3.0,170.0,4.0,3.0,7.0,1.0,56.666666666666664,14.0,0
11.0,0.0,0.0,12.0,190.0,5.0,1.0,8.0,1.0,38.0,8.0,0
1.0,0.0,0.0,3.0,155.0,5.0,3.0,8.0,1.0,51.666666666666664,6.0,0
8.0,1.0,0.3333333333333333,3.0,154.0,4.0,3.0,8.0,1.0,51.333333333333336,17.0,1
27.0,0.0,0.0,8.0,311.0,4.0,3.0,7.0,1.0,51.833333333333336,14.0,0
3.0,1.0,0.3333333333333333,4.0,147.0,6.0,1.0,10.0,1.0,49.0,22.0,0
1.0,1.0,0.3333333333333333,1.0,154.0,5.0,1.0,8.0,1.0,51.333333333333336,10.0,1
20.0,0.0,0.0,10.0,295.0,4.0,5.0,8.0,3.0,17.352941176470587,9.0,0
18.0,0.0,0.0,1.0,148.0,6.0,3.0,10.0,1.0,49.333333333333336,24.0,0
7.0,0.0,0.0,5.0,161.0,4.0,3.0,8.0,2.0,53.666666666666664,9.0,0
5.0,0.0,0.0,1.0,146.0,5.0,5.0,9.0,1.0,48.666666666666664,12.0,1
4.0,0.0,0.0,4.0,166.0,4.0,5.0,8.0,3.0,55.333333333333336,36.0,0
14.0,0.0,0.0,1.0,168.0,4.0,4.0,8.0,3.0,56.0,9.0,0
24.0,0.0,0.0,3.0,304.0,4.0,5.0,6.0,1.0,76.0,9.0,0
2.0,0.0,0.0,4.0,157.0,5.0,5.0,9.0,1.0,31.4,26.0,0
20.0,0.0,0.0,4.0,316.0,4.0,4.0,7.0,1.0,105.33333333333333,22.0,0
9.0,1.0,0.3333333333333333,3.0,215.0,4.0,5.0,8.0,3.0,71.66666666666667,24.0,0
1.0,0.0,0.0,1.0,147.0,4.0,4.0,8.0,1.0,49.0,24.0,1
7.0,0.0,0.0,2.0,170.0,4.0,3.0,7.0,3.0,56.666666666666664,32.0,0
10.0,0.0,0.0,8.0,152.0,6.0,3.0,9.0,1.0,50.666666666666664,13.0,0
4.0,0.0,0.0,10.0,160.0,4.0,3.0,7.0,1.0,16.0,14.0,0
18.0,0.0,0.0,18.0,170.0,4.0,1.0,7.0,1.0,11.333333333333334,36.0,0
1.0,0.0,0.0,3.0,152.0,2.0,1.0,5.0,3.0,38.0,28.0,0
20.0,0.0,0.0,5.0,199.0,4.0,1.0,7.0,1.0,66.33333333333333,9.0,0
16.0,0.0,0.0,4.0,188.0,2.0,5.0,6.0,2.0,62.666666666666664,9.0,0
31.0,1.0,0.3333333333333333,10.0,177.0,2.0,1.0,5.0,3.0,59.0,14.0,0
6.0,0.0,0.0,3.0,159.0,5.0,4.0,9.0,1.0,39.75,20.0,0
6.0,1.0,0.3333333333333333,8.0,175.0,4.0,3.0,7.0,1.0,58.333333333333336,9.0,0
10.0,1.0,0.1111111111111111,3.0,228.0,6.0,5.0,10.0,1.0,25.333333333333332,8.0,0
7.0,0.0,0.0,11.0,153.0,4.0,1.0,7.0,1.0,25.5,16.0,0
14.0,0.0,0.0,4.0,194.0,5.0,4.0,8.0,3.0,64.66666666666667,17.0,0
1.0,0.0,0.0,2.0,175.0,4.0,1.0,7.0,3.0,58.333333333333336,17.0,0
4.0,1.0,0.14285714285714285,8.0,161.0,4.0,4.0,8.0,1.0,23.0,8.0,0
16.0,1.0,0.3333333333333333,1.0,257.0,4.0,5.0,7.0,1.0,85.66666666666667,33.0,0
9.0,1.0,0.16666666666666666,3.0,229.0,5.0,1.0,9.0,3.0,38.166666666666664,15.0,0
1.0,1.0,0.125,9.0,147.0,4.0,5.0,7.0,1.0,18.375,21.0,0
28.0,0.0,0.0,3.0,230.0,4.0,3.0,7.0,1.0,76.66666666666667,8.0,0
18.0,0.0,0.0,8.0,145.0,2.0,1.0,6.0,1.0,16.11111111111111,9.0,0
1.0,1.0,0.3333333333333333,1.0,144.0,5.0,4.0,9.0,1.0,48.0,17.0,1
3.0,0.0,0.0,3.0,163.0,4.0,1.0,8.0,1.0,54.333333333333336,8.0,0
28.0,0.0,0.0,10.0,303.0,4.0,1.0,7.0,1.0,101.0,10.0,0
5.0,1.0,0.3333333333333333,2.0,193.0,4.0,5.0,8.0,1.0,64.33333333333333,18.0,0
5.0,0.0,0.0,9.0,193.0,5.0,5.0,9.0,1.0,64.33333333333333,31.0,0
31.0,0.0,0.0,6.0,177.0,5.0,1.0,8.0,3.0,59.0,10.0,0
17.0,0.0,0.0,8.0,322.0,6.0,1.0,10.0,1.0,107.33333333333333,10.0,0
23.0,0.0,0.0,1.0,312.0,5.0,3.0,8.0,1.0,104.0,11.0,0
10.0,0.0,0.0,8.0,162.0,4.0,4.0,7.0,1.0,54.0,10.0,0
22.0,0.0,0.0,1.0,151.0,2.0,4.0,6.0,1.0,50.333333333333336,9.0,0
1.0,0.0,0.0,4.0,150.0,4.0,3.0,8.0,1.0,50.0,11.0,0
3.0,1.0,0.3333333333333333,1.0,191.0,4.0,1.0,7.0,1.0,63.666666666666664,14.0,0
22.0,0.0,0.0,1.0,308.0,5.0,1.0,9.0,1.0,102.66666666666667,8.0,0
3.0,0.0,0.0,8.0,286.0,5.0,1.0,8.0,1.0,95.33333333333333,8.0,0
8.0,0.0,0.0,1.0,151.0,2.0,3.0,5.0,1.0,50.333333333333336,27.0,0
18.0,0.0,0.0,11.0,307.0,4.0,4.0,7.0,3.0,61.4,12.0,0
7.0,1.0,0.3333333333333333,9.0,209.0,2.0,3.0,5.0,3.0,69.66666666666667,17.0,0
1.0,1.0,0.3333333333333333,2.0,155.0,2.0,1.0,5.0,1.0,51.666666666666664,32.0,0
1.0,0.0,0.0,2.0,137.0,4.0,3.0,7.0,1.0,45.666666666666664,8.0,0
1.0,1.0,0.3333333333333333,1.0,136.0,6.0,1.0,10.0,3.0,45.333333333333336,31.0,1
1.0,1.0,0.25,3.0,154.0,4.0,1.0,7.0,1.0,38.5,11.0,0
9.0,1.0,0.3333333333333333,12.0,313.0,6.0,4.0,10.0,3.0,104.33333333333333,9.0,1
29.0,1.0,0.058823529411764705,1.0,261.0,5.0,4.0,8.0,1.0,15.352941176470589,15.0,0
1.0,0.0,0.0,3.0,151.0,5.0,3.0,8.0,1.0,37.75,17.0,1
20.0,0.0,0.0,9.0,313.0,5.0,4.0,8.0,3.0,104.33333333333333,11.0,0
8.0,1.0,0.3333333333333333,3.0,170.0,4.0,5.0,7.0,3.0,56.666666666666664,9.0,0
25.0,1.0,0.07692307692307693,11.0,323.0,4.0,4.0,7.0,3.0,24.846153846153847,16.0,0
31.0,0.0,0.0,3.0,230.0,4.0,1.0,8.0,1.0,32.857142857142854,25.0,0
8.0,0.0,0.0,11.0,169.0,4.0,4.0,7.0,1.0,24.142857142857142,26.0,0
2.0,1.0,0.3333333333333333,3.0,147.0,4.0,3.0,7.0,1.0,49.0,8.0,0
18.0,0.0,0.0,14.0,317.0,2.0,5.0,6.0,1.0,19.8125,11.0,0
8.0,0.0,0.0,9.0,170.0,5.0,4.0,8.0,2.0,56.666666666666664,18.0,0
9.0,1.0,0.25,3.0,160.0,4.0,3.0,8.0,1.0,40.0,13.0,0
16.0,1.0,0.3333333333333333,1.0,149.0,2.0,4.0,6.0,1.0,49.666666666666664,14.0,0
17.0,0.0,0.0,3.0,227.0,5.0,1.0,8.0,3.0,13.352941176470589,11.0,0
10.0,1.0,0.14285714285714285,13.0,179.0,4.0,4.0,7.0,1.0,25.571428571428573,9.0,0
8.0,0.0,0.0,6.0,205.0,4.0,1.0,8.0,1.0,68.33333333333333,22.0,1
2.0,1.0,0.25,3.0,164.0,5.0,1.0,8.0,1.0,41.0,9.0,0
25.0,0.0,0.0,8.0,153.0,5.0,3.0,8.0,1.0,17.0,13.0,0
4.0,1.0,0.3333333333333333,8.0,172.0,4.0,3.0,8.0,1.0,57.333333333333336,16.0,0
1.0,1.0,0.1111111111111111,8.0,158.0,4.0,3.0,7.0,1.0,17.555555555555557,14.0,1
2.0,0.0,0.0,3.0,146.0,4.0,5.0,7.0,1.0,48.666666666666664,8.0,0
1.0,0.0,0.0,2.0,146.0,4.0,4.0,7.0,1.0,36.5,8.0,0
6.0,0.0,0.0,9.0,187.0,2.0,1.0,5.0,3.0,62.333333333333336,15.0,0
19.0,0.0,0.0,1.0,306.0,4.0,4.0,7.0,1.0,102.0,32.0,0
13.0,1.0,0.058823529411764705,3.0,296.0,5.0,4.0,9.0,1.0,17.41176470588235,20.0,0
31.0,0.0,0.0,3.0,149.0,4.0,3.0,7.0,1.0,37.25,30.0,0
1.0,0.0,0.0,2.0,174.0,4.0,3.0,8.0,1.0,58.0,14.0,1
3.0,0.0,0.0,4.0,164.0,4.0,5.0,8.0,1.0,54.666666666666664,30.0,1
4.0,0.0,0.0,8.0,171.0,5.0,1.0,8.0,1.0,21.375,13.0,0
10.0,0.0,0.0,8.0,196.0,4.0,3.0,8.0,1.0,65.33333333333333,17.0,0
20.0,0.0,0.0,8.0,159.0,4.0,5.0,7.0,2.0,22.714285714285715,8.0,0
2.0,0.0,0.0,6.0,192.0,6.0,1.0,9.0,1.0,21.333333333333332,8.0,0
24.0,1.0,0.3333333333333333,3.0,294.0,4.0,5.0,7.0,1.0,98.0,35.0,0
4.0,1.0,0.3333333333333333,3.0,216.0,5.0,4.0,8.0,3.0,72.0,32.0,1
16.0,1.0,0.1111111111111111,3.0,209.0,4.0,4.0,8.0,3.0,23.22222222222222,12.0,1
4.0,1.0,0.3333333333333333,9.0,244.0,4.0,5.0,8.0,1.0,81.33333333333333,24.0,0
13.0,0.0,0.0,8.0,170.0,4.0,3.0,7.0,1.0,56.666666666666664,25.0,0
5.0,1.0,0.09090909090909091,3.0,224.0,4.0,3.0,7.0,3.0,20.363636363636363,9.0,0
15.0,0.0,0.0,10.0,187.0,6.0,4.0,9.0,3.0,14.384615384615385,17.0,0
1.0,1.0,0.25,3.0,148.0,4.0,4.0,7.0,3.0,37.0,8.0,1
8.0,0.0,0.0,3.0,149.0,4.0,5.0,7.0,1.0,49.666666666666664,10.0,1
16.0,1.0,0.25,11.0,304.0,4.0,3.0,7.0,1.0,76.0,9.0,0
29.0,0.0,0.0,12.0,317.0,6.0,3.0,9.0,1.0,28.818181818181817,9.0,0
30.0,0.0,0.0,8.0,322.0,4.0,4.0,8.0,2.0,35.77777777777778,15.0,0
14.0,0.0,0.0,1.0,160.0,4.0,3.0,8.0,1.0,53.333333333333336,23.0,0
8.0,0.0,0.0,3.0,210.0,4.0,1.0,7.0,1.0,70.0,16.0,0
14.0,0.0,0.0,9.0,172.0,4.0,1.0,8.0,1.0,17.2,9.0,0
15.0,0.0,0.0,8.0,166.0,4.0,5.0,8.0,3.0,55.333333333333336,8.0,0
9.0,1.0,0.3333333333333333,2.0,167.0,4.0,3.0,7.0,1.0,55.666666666666664,11.0,0
25.0,1.0,0.3333333333333333,11.0,265.0,4.0,4.0,7.0,2.0,88.33333333333333,12.0,0
12.0,0.0,0.0,8.0,194.0,4.0,5.0,7.0,3.0,64.66666666666667,9.0,0
8.0,0.0,0.0,7.0,186.0,4.0,5.0,8.0,3.0,16.90909090909091,22.0,0
1.0,0.0,0.0,3.0,162.0,4.0,1.0,8.0,1.0,54.0,26.0,0
21.0,1.0,0.14285714285714285,3.0,225.0,5.0,5.0,8.0,1.0,32.142857142857146,14.0,1
14.0,0.0,0.0,4.0,149.0,4.0,4.0,7.0,1.0,49.666666666666664,8.0,0
10.0,0.0,0.0,14.0,171.0,2.0,5.0,5.0,3.0,21.375,14.0,0
22.0,0.0,0.0,9.0,204.0,4.0,1.0,7.0,1.0,68.0,11.0,0
1.0,0.0,0.0,1.0,150.0,2.0,1.0,6.0,3.0,50.0,18.0,0
25.0,0.0,0.0,4.0,256.0,5.0,4.0,8.0,1.0,85.33333333333333,18.0,0
1.0,0.0,0.0,1.0,141.0,4.0,1.0,8.0,1.0,47.0,8.0,0
9.0,0.0,0.0,1.0,179.0,5.0,1.0,8.0,1.0,59.666666666666664,8.0,0
1.0,0.0,0.0,1.0,176.0,6.0,1.0,9.0,3.0,58.666666666666664,9.0,0
19.0,1.0,0.2,9.0,262.0,2.0,3.0,5.0,3.0,52.4,20.0,1
30.0,1.0,0.3333333333333333,10.0,259.0,4.0,4.0,8.0,1.0,86.33333333333333,30.0,0
8.0,0.0,0.0,1.0,145.0,5.0,3.0,9.0,1.0,48.333333333333336,33.0,0
14.0,0.0,0.0,9.0,189.0,2.0,3.0,5.0,1.0,14.538461538461538,9.0,0
8.0,0.0,0.0,8.0,179.0,4.0,3.0,7.0,1.0,19.88888888888889,36.0,0
1.0,0.0,0.0,1.0,153.0,5.0,1.0,8.0,3.0,51.0,9.0,1
